k,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Significance,Number of google review in lakhs,Best Time to visit,Image URL,Weighted Rating,Weighted Rating_normalize,Number of google review in lakhs_normalize,recommendations
Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2,4.6,Nature,15000,Morning,https://images.unsplash.com/photo-1683557027360-3011046b22bf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxEYWwlMjBMYWtlfGVufDB8fHx8MTcyOTI1MTMzNnww&ixlib=rb-4.0.3&q=80&w=400,4.599992411,0.885712787,0.00405954,0.444886164
Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1,4.6,Historical,47000,Morning,https://images.unsplash.com/photo-1708018947954-31558fdccbb0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxWaXZla2FuYW5kYSUyMFJvY2slMjBNZW1vcmlhbHxlbnwwfHx8fDE3MjkyNTE2NTB8MA&ixlib=rb-4.0.3&q=80&w=400,4.599997578,0.857143049,0.032476319,0.444809684
Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2,4.9,Nature,15000,Morning,https://images.unsplash.com/photo-1596715983069-ba14334d6eb7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQYW5nb25nJTIwVHNvfGVufDB8fHx8MTcyOTI1MTMzNnww&ixlib=rb-4.0.3&q=80&w=400,4.899972412,0.885712646,0.00338295,0.444547798
Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2,4.6,Nature,11000,All,https://images.unsplash.com/photo-1694368906488-aa07d406696e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCZXRhYWIlMjBWYWxsZXl8ZW58MHx8fHwxNzI5MjUxMzM3fDA&ixlib=rb-4.0.3&q=80&w=400,4.599989651,0.885712458,0.00270636,0.444209409
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,Religious,1000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxSYW1hbmF0aGFzd2FteSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDl8MA&ixlib=rb-4.0.3&q=80&w=400,4.599886268,0.85714309,0.031123139,0.444133115
Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5,4.7,Religious,55000,All,https://images.unsplash.com/photo-1717502713522-543a97e13dab?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxWYWlzaG5vJTIwRGV2aXxlbnwwfHx8fDE3MjkyNTEzMzh8MA&ixlib=rb-4.0.3&q=80&w=400,4.699996112,0.885712194,0.00202977,0.443870982
Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2,4.1,Recreational,1000,All,https://images.unsplash.com/photo-1711091247263-a7a6f2083ec3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQYXRuaXRvcCUyMEhlaWdodHxlbnwwfHx8fDE3MjkyNTEzMzh8MA&ixlib=rb-4.0.3&q=80&w=400,4.100385768,0.885712194,0.00202977,0.443870982
Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6,4.5,Religious,11000,All,https://images.unsplash.com/photo-1532980216874-21f93fa9fd15?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbWFybmF0aCUyMENhdmV8ZW58MHx8fHwxNzI5MjUxMzM5fDA&ixlib=rb-4.0.3&q=80&w=400,4.499998741,0.885712194,0.00202977,0.443870982
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,Religious,5000,All,https://images.unsplash.com/photo-1708949592195-2c2f601a0fcd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaGlrc2V5JTIwTW9uYXN0ZXJ5fGVufDB8fHx8MTcyOTI1MTYyNnww&ixlib=rb-4.0.3&q=80&w=400,4.699957239,0.885711695,0.001217862,0.443464779
Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2,4.7,Religious,65000,All,https://images.unsplash.com/photo-1692173248120-59547c3d4653?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNZWVuYWtzaGklMjBBbW1hbiUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDl8MA&ixlib=rb-4.0.3&q=80&w=400,4.69999671,0.857143135,0.029769959,0.443456547
Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2,4.5,Nature,10000,All,https://images.unsplash.com/photo-1686015879096-2d931229edef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOdWJyYSUyMFZhbGxleXxlbnwwfHx8fDE3MjkyNTE2Mjd8MA&ixlib=rb-4.0.3&q=80&w=400,4.499998616,0.885711141,0.00067659,0.443193865
Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1,4.8,Historical,1100,All,https://images.unsplash.com/photo-1635187285675-9c49eb39d4e2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYXJnaWwlMjBXYXIlMjBNZW1vcmlhbHxlbnwwfHx8fDE3MjkyNTE2Mjd8MA&ixlib=rb-4.0.3&q=80&w=400,4.799714944,0.885711141,0.00067659,0.443193865
Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1,4.8,Historical,1200,All,https://images.unsplash.com/photo-1605092262243-28c74cfc74c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEcmFzJTIwV2FyJTIwTWVtb3JpYWx8ZW58MHx8fHwxNzI5MjUxNjMwfDA&ixlib=rb-4.0.3&q=80&w=400,4.799738679,0.885709824,0,0.442854912
Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1,4.5,Adventure,5000,Afternoon,https://images.unsplash.com/photo-1560819068-4cbab3589429?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaGFyZHVuZyUyMExhJTIwUGFzc3xlbnwwfHx8fDE3MjkyNTE2MzF8MA&ixlib=rb-4.0.3&q=80&w=400,4.499997231,0.885709824,0,0.442854912
Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,Nature,10000,All,https://images.unsplash.com/photo-1667186664456-464c1fda29a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYWduZXRpYyUyMEhpbGx8ZW58MHx8fHwxNzI5MjUxNjMxfDA&ixlib=rb-4.0.3&q=80&w=400,3.700078608,0.885709824,0,0.442854912
Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1,4.7,Religious,1500,Morning,https://images.unsplash.com/photo-1641739232999-5b2853ba2fff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEaXNraXQlMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUxNjI4fDA&ixlib=rb-4.0.3&q=80&w=400,4.699857531,0.885709824,0,0.442854912
Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4,4.4,Wildlife,2000,All,https://images.unsplash.com/photo-1548679367-b9a9bd4cc3e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIZW1pcyUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mjl8MA&ixlib=rb-4.0.3&q=80&w=400,4.400043055,0.885709824,0,0.442854912
Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3,4.3,Wildlife,1000,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaXNodHdhciUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mjl8MA&ixlib=rb-4.0.3&q=80&w=400,4.300185968,0.885709824,0,0.442854912
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,Religious,5000,All,https://images.unsplash.com/photo-1708949592195-2c2f601a0fcd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaGlrc2V5JTIwTW9uYXN0ZXJ5fGVufDB8fHx8MTcyOTI1MTYyNnww&ixlib=rb-4.0.3&q=80&w=400,4.699957239,0.885709824,0,0.442854912
Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,Recreational,10000,Morning,https://images.unsplash.com/photo-1590501554850-036634f8fdc8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYXJpbmElMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTE2NDh8MA&ixlib=rb-4.0.3&q=80&w=400,3.90005861,0.857143295,0.025710419,0.441426857
Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1,4.4,Nature,5500,All,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTYW5hZ2hhZ2FyYSUyMFdhdGVyZmFsbHxlbnwwfHx8fDE3MjkyNTE2NDd8MA&ixlib=rb-4.0.3&q=80&w=400,4.400015661,0.857143432,0.02300406,0.440073746
Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,Recreational,1400,Morning,https://images.unsplash.com/photo-1696022907860-7f54474c495a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDaGFuZGlwdXIlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTE2NDd8MA&ixlib=rb-4.0.3&q=80&w=400,4.20020425,0.857143513,0.02165088,0.439397196
Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1,4.3,Nature,1800,Morning,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYWRhZ2hhZ2FyYSUyMFdhdGVyZmFsbHxlbnwwfHx8fDE3MjkyNTE2NDZ8MA&ixlib=rb-4.0.3&q=80&w=400,4.300103361,0.857143603,0.0202977,0.438720651
Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1,4.6,Religious,1000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUYXJhJTIwVGFyaW5pJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MTY0Nnww&ixlib=rb-4.0.3&q=80&w=400,4.599886268,0.857143706,0.01894452,0.438044113
North Eastern,Assam,Manas,Manas National Park,National Park,1990,3,4.6,Wildlife,19000,Morning,https://images.unsplash.com/photo-1621994805847-2131d879e6f0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYW5hcyUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTIwMTR8MA&ixlib=rb-4.0.3&q=80&w=400,4.599994008,0.828571873,0.046008119,0.437289996
Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1,4.5,Nature,60000,Afternoon,https://images.unsplash.com/photo-1557554524-abfa03eaa169?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxOYWlkYSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MjAyNXww&ixlib=rb-4.0.3&q=80&w=400,4.499999769,0.800000128,0.073071719,0.436535923
Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2,3.9,Nature,10000,Morning,https://images.unsplash.com/photo-1728209919338-c053bde25c95?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDaGlsaWthJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NDV8MA&ixlib=rb-4.0.3&q=80&w=400,3.90005861,0.857144302,0.0135318,0.435338051
Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1,4.5,Engineering Marvel,1000,All,https://images.unsplash.com/photo-1648108087329-ad4f20316b31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIaXJha3VkJTIwRGFtfGVufDB8fHx8MTcyOTI1MTY0NHww&ixlib=rb-4.0.3&q=80&w=400,4.499986168,0.857144302,0.0135318,0.435338051
Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1,4.5,Historical,13000,All,https://images.unsplash.com/photo-1710838106550-ac9cf85a2bc7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYXJhYmF0aSUyMEZvcnR8ZW58MHx8fHwxNzI5MjUxNjQ0fDA&ixlib=rb-4.0.3&q=80&w=400,4.499998935,0.857144302,0.0135318,0.435338051
Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,Historical,83000,All,https://images.unsplash.com/photo-1663762440020-fbda6f96a681?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTdW4lMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxNjQyfDA&ixlib=rb-4.0.3&q=80&w=400,4.699997424,0.857144526,0.01217862,0.434661573
Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1,4.6,Religious,35000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxMaW5nYXJhaiUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDN8MA&ixlib=rb-4.0.3&q=80&w=400,4.599996747,0.857144526,0.01217862,0.434661573
Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,Nature,15000,All,https://images.unsplash.com/photo-1669744665015-33f3a2f657b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxBeW9kaHlhJTIwSGlsbHN8ZW58MHx8fHwxNzI5MjUxNjQwfDA&ixlib=rb-4.0.3&q=80&w=400,4.499999077,0.857144526,0.01217862,0.434661573
Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2,4.7,Religious,100000,All,https://images.unsplash.com/photo-1706790574525-d218c4c52b5c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxKYWdhbm5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxNjQxfDA&ixlib=rb-4.0.3&q=80&w=400,4.699997862,0.857144526,0.01217862,0.434661573
Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,Nature,120000,All,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaGFuZGFkaGFyJTIwV2F0ZXJmYWxsfGVufDB8fHx8MTcyOTI1MTY0M3ww&ixlib=rb-4.0.3&q=80&w=400,4.499999885,0.857144526,0.01217862,0.434661573
Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2,4.5,Shopping,120000,All,https://images.unsplash.com/photo-1516274626895-055a99214f08?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxJbm9yYml0JTIwTWFsbCUyMEN5YmVyYWJhZHxlbnwwfHx8fDE3MjkyNTIyNzZ8MA&ixlib=rb-4.0.3&q=80&w=400,4.499999885,0.771428441,0.097428958,0.4344287
North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2,4.7,Cultural,1000,Morning,https://images.unsplash.com/photo-1502085671122-2d218cd434e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYWp1bGklMjBJc2xhbmR8ZW58MHx8fHwxNzI5MjUyMDEzfDA&ixlib=rb-4.0.3&q=80&w=400,4.699786367,0.828572126,0.039242219,0.433907173
Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1,4.5,Historical,9000,All,https://images.unsplash.com/photo-1651902519001-ce42cc423eae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDb29jaCUyMEJlaGFyJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MTY0MHww&ixlib=rb-4.0.3&q=80&w=400,4.499998462,0.857145581,0.00811908,0.43263233
Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3,4.4,Wildlife,7000,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxHb3J1bWFyYSUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mzl8MA&ixlib=rb-4.0.3&q=80&w=400,4.400012306,0.857145581,0.00811908,0.43263233
Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,Architectural,7000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIYW5nc2Vzd2FyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2Mzh8MA&ixlib=rb-4.0.3&q=80&w=400,4.599983739,0.857145851,0.00744249,0.43229417
North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1,4.7,Historical,6500,All,https://images.unsplash.com/photo-1589809699098-edc3b6f27b49?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTaXZhc2FnYXIlMjBTaXZhZG9sfGVufDB8fHx8MTcyOTI1MjAxM3ww&ixlib=rb-4.0.3&q=80&w=400,4.699967106,0.828572323,0.035182679,0.431877501
Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,Religious,4500,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYW5rYWxpdGFsYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2Mzh8MA&ixlib=rb-4.0.3&q=80&w=400,4.699952489,0.857146539,0.00608931,0.431617925
Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,Historical,18000,Morning,https://images.unsplash.com/photo-1622008901874-63e3b05c2819?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIYXphcmR1YXJpJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MTYzN3ww&ixlib=rb-4.0.3&q=80&w=400,4.499999231,0.857146987,0.00541272,0.431279853
Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,Recreational,9000,Morning,https://images.unsplash.com/photo-1706692596084-d1d9cc2efa3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEaWdoYSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MTYzN3ww&ixlib=rb-4.0.3&q=80&w=400,4.499998462,0.857148716,0.003653586,0.430401151
Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4,4.4,Wildlife,6500,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTdW5kYXJiYW5zJTIwTmF0aW9uYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MTYzNnww&ixlib=rb-4.0.3&q=80&w=400,4.400013252,0.857149096,0.00338295,0.430266023
Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3,4.4,Wildlife,3500,All,https://images.unsplash.com/photo-1707032943980-2b587cdac9b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxKYWxkYXBhcmElMjBOYXRpb25hbCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUxNjM1fDA&ixlib=rb-4.0.3&q=80&w=400,4.400024608,0.857150267,0.00270636,0.429928314
Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,Nature,1500,Morning,https://images.unsplash.com/photo-1562663859-6550c0c10f08?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxMaW1lc3RvbmUlMjBDYXZlc3xlbnwwfHx8fDE3MjkyNTIwMjR8MA&ixlib=rb-4.0.3&q=80&w=400,4.400057398,0.800000458,0.059539919,0.429770189
Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1,4.5,Nature,2500,All,https://images.unsplash.com/photo-1590077538740-05e44d7b1560?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaWdlciUyMEhpbGx8ZW58MHx8fHwxNzI5MjUxNjM0fDA&ixlib=rb-4.0.3&q=80&w=400,4.499994464,0.857154366,0.00135318,0.429253773
Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1,4.8,Religious,10000,Morning,https://images.unsplash.com/photo-1552924301-0258fd0a3f5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYXJzYW5hJTIwTWFuZGlyfGVufDB8fHx8MTcyOTI1MTYzNHww&ixlib=rb-4.0.3&q=80&w=400,4.799968619,0.857154366,0.00135318,0.429253773
Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1,4.1,Cultural,1000,Morning,https://images.unsplash.com/photo-1713498237268-ecef4d4c5267?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOYW5kJTIwR2FvbnxlbnwwfHx8fDE3MjkyNTE2MzN8MA&ixlib=rb-4.0.3&q=80&w=400,4.100385768,0.857158464,0.00067659,0.428917527
Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1,4.8,Historical,3000,Morning,https://images.unsplash.com/photo-1707938233687-47e61e5ad7c4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaXJ0aSUyME1hbmRpcnxlbnwwfHx8fDE3MjkyNTE2MzN8MA&ixlib=rb-4.0.3&q=80&w=400,4.799895419,0.857166656,0,0.428583328
Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,Religious,49000,Evening,https://images.unsplash.com/photo-1662376107358-21296a9234f1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxQcmVtJTIwTWFuZGlyfGVufDB8fHx8MTcyOTI1MTYzMnww&ixlib=rb-4.0.3&q=80&w=400,4.799993595,0.857166656,0,0.428583328
Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1,4.5,Nature,4000,Morning,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCaGFyYXRwdXIlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTIwMjR8MA&ixlib=rb-4.0.3&q=80&w=400,4.499996539,0.800000636,0.054127199,0.427063917
Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2,4.5,Shopping,180000,All,https://images.unsplash.com/photo-1709620241392-3b061d7d4770?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjJ8MHwxfHNlYXJjaHwxfHxPcmlvbiUyME1hbGx8ZW58MHx8fHwxNzI5MjUyMjc1fDA&ixlib=rb-4.0.3&q=80&w=400,4.499999923,0.771428739,0.081190798,0.426309769
North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1,4.1,Nature,1000,Morning,https://images.unsplash.com/photo-1502085671122-2d218cd434e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVbWFuYW5kYSUyMElzbGFuZHxlbnwwfHx8fDE3MjkyNTIwMTJ8MA&ixlib=rb-4.0.3&q=80&w=400,4.100385768,0.828573899,0.01894452,0.423759209
North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3,4.5,Wildlife,6800,Morning,https://images.unsplash.com/photo-1675296098616-53e3d4a1dd57?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxLYXppcmFuZ2ElMjBOYXRpb25hbCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUyMDEyfDA&ixlib=rb-4.0.3&q=80&w=400,4.499997964,0.828574152,0.01759134,0.423082746
North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2,4.6,Religious,21000,All,https://images.unsplash.com/photo-1514353879391-1955f4b5e976?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxLYW1ha2h5YSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIwMTF8MA&ixlib=rb-4.0.3&q=80&w=400,4.599994579,0.828575671,0.01217862,0.420377146
Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1,4.8,Nature,9000,Morning,https://images.unsplash.com/photo-1599325601183-042bed55081c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxSYWRoYW5hZ2FyJTIwQmVhY2h8ZW58MHx8fHwxNzI5MjUyMDIzfDA&ixlib=rb-4.0.3&q=80&w=400,4.799965132,0.800001279,0.040595399,0.420298339
