Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Image URL
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,,Nature,Yes,0.055,All,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTYW5hZ2hhZ2FyYSUyMFdhdGVyZmFsbHxlbnwwfHx8fDE3MjkyNTE2NDd8MA&ixlib=rb-4.0.3&q=80&w=400
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,https://images.unsplash.com/photo-1590501554850-036634f8fdc8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYXJpbmElMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTE2NDh8MA&ixlib=rb-4.0.3&q=80&w=400
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,,Religious,No,0.65,All,https://images.unsplash.com/photo-1692173248120-59547c3d4653?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNZWVuYWtzaGklMjBBbW1hbiUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDl8MA&ixlib=rb-4.0.3&q=80&w=400
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxSYW1hbmF0aGFzd2FteSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDl8MA&ixlib=rb-4.0.3&q=80&w=400
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,https://images.unsplash.com/photo-1708018947954-31558fdccbb0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxWaXZla2FuYW5kYSUyMFJvY2slMjBNZW1vcmlhbHxlbnwwfHx8fDE3MjkyNTE2NTB8MA&ixlib=rb-4.0.3&q=80&w=400
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,https://images.unsplash.com/photo-1711553186754-0cfbdfe38b8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxPb3R5JTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTB8MA&ixlib=rb-4.0.3&q=80&w=400
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYXJ1ZGFtYWxhaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTF8MA&ixlib=rb-4.0.3&q=80&w=400
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,https://images.unsplash.com/photo-1619020933389-e96f49742bce?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLb2RhaWthbmFsJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTJ8MA&ixlib=rb-4.0.3&q=80&w=400
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,https://images.unsplash.com/photo-1686310894901-d326b8722c13?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCcmloYWRlZXN3YXJhciUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTJ8MA&ixlib=rb-4.0.3&q=80&w=400
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,,Historical,No,0.09,All,https://images.unsplash.com/photo-1717425137864-8598dab00307?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTaG9yZSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTN8MA&ixlib=rb-4.0.3&q=80&w=400
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,,Recreational,Yes,0.019,Morning,https://images.unsplash.com/photo-1679847211282-3ae4b006955e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxZZXJjYXVkJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTR8MA&ixlib=rb-4.0.3&q=80&w=400
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,,Religious,No,0.16,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOZWxsYWlhcHBhciUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTR8MA&ixlib=rb-4.0.3&q=80&w=400
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,,Religious,No,0.28,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOYXRhcmFqYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTV8MA&ixlib=rb-4.0.3&q=80&w=400
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.44,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYW5ha2ElMjBEdXJnYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTV8MA&ixlib=rb-4.0.3&q=80&w=400
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.39,Morning,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxSaXNoaWtvbmRhJTIwQmVhY2h8ZW58MHx8fHwxNzI5MjUxNjU2fDA&ixlib=rb-4.0.3&q=80&w=400
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,,Religious,No,0.49,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYWxsaWthcmp1bmElMjBTd2FteSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTd8MA&ixlib=rb-4.0.3&q=80&w=400
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,,Nature,Yes,0.032,All,https://images.unsplash.com/photo-1587163053792-6e8af01f01ac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQYXBpa29uZGFsdXxlbnwwfHx8fDE3MjkyNTE5OTd8MA&ixlib=rb-4.0.3&q=80&w=400
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,,Historical,Yes,0.075,All,https://images.unsplash.com/photo-1656311882834-e5e7909f5fcf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxMZXBha3NoaXxlbnwwfHx8fDE3MjkyNTE5OTh8MA&ixlib=rb-4.0.3&q=80&w=400
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,,Natural Wonder,Yes,0.11,Afternoon,https://images.unsplash.com/photo-1627827776375-67633d8d2f45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCZWx1bSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MTk5OXww&ixlib=rb-4.0.3&q=80&w=400
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.041,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxBbWFyYXZhdGhpJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MTk5OXww&ixlib=rb-4.0.3&q=80&w=400
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,,Wildlife,Yes,0.7,All,https://images.unsplash.com/photo-1486365227551-f3f90034a57c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVcHBhbGFwYWR1JTIwQmlyZCUyMFNhbmN0dWFyeXxlbnwwfHx8fDE3MjkyNTIwMDB8MA&ixlib=rb-4.0.3&q=80&w=400
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,,Historical,Yes,0.015,Morning,https://images.unsplash.com/photo-1669221604464-d60c06921100?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxHYW5kaWtvdGElMjBGb3J0fGVufDB8fHx8MTcyOTI1MjAwMXww&ixlib=rb-4.0.3&q=80&w=400
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,,Religious,Yes,0.12,All,
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,,Religious,No,0.59,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTaW1oYWNoYWxhbSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIwMDJ8MA&ixlib=rb-4.0.3&q=80&w=400
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,,Recreational,Yes,0.019,All,https://images.unsplash.com/photo-1710237893364-ff94968aa034?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxLYWlsYXNhZ2lyaXxlbnwwfHx8fDE3MjkyNTIwMDJ8MA&ixlib=rb-4.0.3&q=80&w=400
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,,Historical,Yes,0.49,All,https://images.unsplash.com/photo-1622374634342-fd08ced47ba3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTdWJtYXJpbmUlMjBNdXNldW18ZW58MHx8fHwxNzI5MjUyMDAzfDA&ixlib=rb-4.0.3&q=80&w=400
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,,Natural Wonder,Yes,0.31,Afternoon,https://images.unsplash.com/photo-1627827776375-67633d8d2f45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCb3JyYSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MjAwM3ww&ixlib=rb-4.0.3&q=80&w=400
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,,Historical,Yes,0.059,All,https://images.unsplash.com/photo-1531911847154-f25129c1fb8a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxXYXIlMjBNZW1vcmlhbHxlbnwwfHx8fDE3MjkyNTIwMDR8MA&ixlib=rb-4.0.3&q=80&w=400
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,https://images.unsplash.com/photo-1581160623631-b76fb70a654b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxJbmRpcmElMjBHYW5kaGklMjBab29sb2dpY2FsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTIwMDV8MA&ixlib=rb-4.0.3&q=80&w=400
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,,Recreational,Yes,0.03,All,https://images.unsplash.com/photo-1526246720181-e77abee68e83?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYXRzeWFkYXJzaGluaSUyMEFxdWFyaXVtfGVufDB8fHx8MTcyOTI1MjAwNXww&ixlib=rb-4.0.3&q=80&w=400
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,,Cultural,Yes,0.065,All,https://images.unsplash.com/photo-1708317751164-f2d2b5f5000f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxWaXNha2hhJTIwTXVzZXVtfGVufDB8fHx8MTcyOTI1MjAwNnww&ixlib=rb-4.0.3&q=80&w=400
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,https://images.unsplash.com/photo-1697561832430-daebcb737292?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxOYXRodWxhJTIwUGFzc3xlbnwwfHx8fDE3MjkyNTIwMDd8MA&ixlib=rb-4.0.3&q=80&w=400
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,,Religious,No,0.015,Morning,https://images.unsplash.com/photo-1721884487025-e3e222fda389?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQZW1heWFuZ3RzZSUyME1vbmFzdGVyeXxlbnwwfHx8fDE3MjkyNTIwMDd8MA&ixlib=rb-4.0.3&q=80&w=400
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,,Religious,No,0.12,All,https://images.unsplash.com/photo-1728769594167-2cd3ee828ec0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDaGFyJTIwRGhhbXxlbnwwfHx8fDE3MjkyNTIwMDh8MA&ixlib=rb-4.0.3&q=80&w=400
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,,Religious,No,0.035,Morning,https://images.unsplash.com/photo-1719820911779-8f59e7e140fb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxSdW10ZWslMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUyMDA4fDA&ixlib=rb-4.0.3&q=80&w=400
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,https://images.unsplash.com/photo-1573398643424-3c49652d7756?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCdWRkaGElMjBQYXJrfGVufDB8fHx8MTcyOTI1MjAwOXww&ixlib=rb-4.0.3&q=80&w=400
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,,Religious,No,0.075,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCYWJhJTIwSGFyYmhhamFuJTIwU2luZ2glMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUyMDEwfDA&ixlib=rb-4.0.3&q=80&w=400
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,,Nature,Yes,0.15,Morning,https://images.unsplash.com/photo-1677235818717-7ff1d91cc8b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUc29tZ28lMjBMYWtlfGVufDB8fHx8MTcyOTI1MjAxMHww&ixlib=rb-4.0.3&q=80&w=400
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,,Religious,No,0.21,All,https://images.unsplash.com/photo-1514353879391-1955f4b5e976?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxLYW1ha2h5YSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIwMTF8MA&ixlib=rb-4.0.3&q=80&w=400
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,,Wildlife,No,0.068,Morning,https://images.unsplash.com/photo-1675296098616-53e3d4a1dd57?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxLYXppcmFuZ2ElMjBOYXRpb25hbCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUyMDEyfDA&ixlib=rb-4.0.3&q=80&w=400
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1502085671122-2d218cd434e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVbWFuYW5kYSUyMElzbGFuZHxlbnwwfHx8fDE3MjkyNTIwMTJ8MA&ixlib=rb-4.0.3&q=80&w=400
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,,Historical,Yes,0.065,All,https://images.unsplash.com/photo-1589809699098-edc3b6f27b49?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxTaXZhc2FnYXIlMjBTaXZhZG9sfGVufDB8fHx8MTcyOTI1MjAxM3ww&ixlib=rb-4.0.3&q=80&w=400
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,,Cultural,Yes,0.01,Morning,https://images.unsplash.com/photo-1502085671122-2d218cd434e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYWp1bGklMjBJc2xhbmR8ZW58MHx8fHwxNzI5MjUyMDEzfDA&ixlib=rb-4.0.3&q=80&w=400
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,,Wildlife,Yes,0.19,Morning,https://images.unsplash.com/photo-1621994805847-2131d879e6f0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxNYW5hcyUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTIwMTR8MA&ixlib=rb-4.0.3&q=80&w=400
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,,Religious,Yes,0.9,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxIYXlhZ3JpdmElMjBNYWRoYXZhJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MjAxNXww&ixlib=rb-4.0.3&q=80&w=400
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,,Wildlife,Yes,0.037,All,https://images.unsplash.com/photo-1516934024742-b461fba47600?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQb2JpdG9yYSUyMFdpbGRsaWZlJTIwU2FuY3R1YXJ5fGVufDB8fHx8MTcyOTI1MjAxNXww&ixlib=rb-4.0.3&q=80&w=400
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,,Religious,No,0.032,Morning,https://images.unsplash.com/photo-1551461955-89b43c8f4b2f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUYXdhbmclMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUyMDE2fDA&ixlib=rb-4.0.3&q=80&w=400
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,https://images.unsplash.com/photo-1651902519001-ce42cc423eae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVampheWFudGElMjBQYWxhY2V8ZW58MHx8fHwxNzI5MjUyMDE3fDA&ixlib=rb-4.0.3&q=80&w=400
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1660541545804-76d7acd1ffc9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEdW1ib29yJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTIwMTd8MA&ixlib=rb-4.0.3&q=80&w=400
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,https://images.unsplash.com/photo-1444312645910-ffa973656eba?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVbmFrb3RpJTIwUm9jayUyMENhcnZpbmdzfGVufDB8fHx8MTcyOTI1MjAxOHww&ixlib=rb-4.0.3&q=80&w=400
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,https://images.unsplash.com/photo-1533811668780-8d4ddf8a31e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDaGl0cmFrb3RlJTIwRmFsbHN8ZW58MHx8fHwxNzI5MjUyMDE5fDA&ixlib=rb-4.0.3&q=80&w=400
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,,Trekking,Yes,0.01,Afternoon,https://images.unsplash.com/photo-1590415433359-851e8287150a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEeiVDMyVCQ2tvdSUyMFZhbGxleXxlbnwwfHx8fDE3MjkyNTIwMTl8MA&ixlib=rb-4.0.3&q=80&w=400
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,https://images.unsplash.com/photo-1606921916293-8a5ef606c20c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQcm9tZW5hZGUlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTIwMjB8MA&ixlib=rb-4.0.3&q=80&w=400
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,,Cultural,Yes,0.035,All,https://images.unsplash.com/photo-1709817243586-6ddd4e6822c1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxBdXJvdmlsbGV8ZW58MHx8fHwxNzI5MjUyMDIxfDA&ixlib=rb-4.0.3&q=80&w=400
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,https://images.unsplash.com/photo-1584485031227-0ffe132a182d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQYXJhZGlzZSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MjAyMXww&ixlib=rb-4.0.3&q=80&w=400
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,https://images.unsplash.com/photo-1630569688747-0e3b60f6430f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxDZWxsdWxhciUyMEphaWx8ZW58MHx8fHwxNzI5MjUyMDIyfDA&ixlib=rb-4.0.3&q=80&w=400
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,,Nature,Yes,0.09,Morning,https://images.unsplash.com/photo-1599325601183-042bed55081c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxSYWRoYW5hZ2FyJTIwQmVhY2h8ZW58MHx8fHwxNzI5MjUyMDIzfDA&ixlib=rb-4.0.3&q=80&w=400
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,,Nature,Yes,0.04,Morning,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCaGFyYXRwdXIlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTIwMjR8MA&ixlib=rb-4.0.3&q=80&w=400
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,,Nature,Yes,0.015,Morning,https://images.unsplash.com/photo-1562663859-6550c0c10f08?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxMaW1lc3RvbmUlMjBDYXZlc3xlbnwwfHx8fDE3MjkyNTIwMjR8MA&ixlib=rb-4.0.3&q=80&w=400
